4 ingredients
Candy, Chocolate, Sprinkles, Sugar

Part 1
Score: 18  Recipe: [('Candy', 3), ('Chocolate', 5), ('Sprinkles', 1), ('Sugar', 3)]
Score: 24960  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 4), ('Sugar', 13)]
Score: 33600  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 4), ('Sugar', 14)]
Score: 33600  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 4), ('Sugar', 15)]
Score: 24960  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 4), ('Sugar', 16)]
Score: 7680  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 4), ('Sugar', 17)]
Score: 7800  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 5), ('Sugar', 13)]
Score: 24000  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 5), ('Sugar', 14)]
Score: 29400  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 5), ('Sugar', 15)]
Score: 24000  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 5), ('Sugar', 16)]
Score: 7800  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 5), ('Sugar', 17)]
Score: 7200  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 6), ('Sugar', 14)]
Score: 20160  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 6), ('Sugar', 15)]
Score: 20160  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 6), ('Sugar', 16)]
Score: 7200  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 6), ('Sugar', 17)]
Score: 5880  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 7), ('Sugar', 15)]
Score: 13440  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 7), ('Sugar', 16)]
Score: 5880  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 7), ('Sugar', 17)]
Score: 3840  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 8), ('Sugar', 16)]
Score: 3840  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 8), ('Sugar', 17)]
Score: 1080  Recipe: [('Candy', 23), ('Chocolate', 26), ('Sprinkles', 9), ('Sugar', 17)]
Score: 3078  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 9)]
Score: 10944  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 10)]
Score: 16758  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 11)]
Score: 20520  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 12)]
Score: 22230  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 13)]
Score: 21888  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 14)]
Score: 19494  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 15)]
Score: 15048  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 16)]
Score: 8550  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 1), ('Sugar', 17)]
Score: 5472  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 10)]
Score: 19152  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 11)]
Score: 28728  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 12)]
Score: 34200  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 13)]
Score: 35568  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 14)]
Score: 32832  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 15)]
Score: 25992  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 16)]
Score: 15048  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 2), ('Sugar', 17)]
Score: 7182  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 11)]
Score: 24624  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 12)]
Score: 35910  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 13)]
Score: 41040  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 14)]
Score: 40014  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 15)]
Score: 32832  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 16)]
Score: 19494  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 3), ('Sugar', 17)]
Score: 8208  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 12)]
Score: 27360  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 13)]
Score: 38304  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 14)]
Score: 41040  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 15)]
Score: 35568  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 16)]
Score: 21888  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 4), ('Sugar', 17)]
Score: 8550  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 5), ('Sugar', 13)]
Score: 27360  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 5), ('Sugar', 14)]
Score: 35910  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 5), ('Sugar', 15)]
Score: 34200  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 5), ('Sugar', 16)]
Score: 22230  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 5), ('Sugar', 17)]
Score: 8208  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 6), ('Sugar', 14)]
Score: 24624  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 6), ('Sugar', 15)]
Score: 28728  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 6), ('Sugar', 16)]
Score: 20520  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 6), ('Sugar', 17)]
Score: 7182  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 7), ('Sugar', 15)]
Score: 19152  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 7), ('Sugar', 16)]
Score: 16758  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 7), ('Sugar', 17)]
Score: 5472  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 8), ('Sugar', 16)]
Score: 10944  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 8), ('Sugar', 17)]
Score: 3078  Recipe: [('Candy', 23), ('Chocolate', 27), ('Sprinkles', 9), ('Sugar', 17)]
Score: 3132  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 9)]
Score: 11232  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 10)]
Score: 17388  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 11)]
Score: 21600  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 12)]
Score: 23868  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 13)]
Score: 24192  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 14)]
Score: 22572  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 15)]
Score: 19008  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 16)]
Score: 13500  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 17)]
Score: 6048  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 1), ('Sugar', 18)]
Score: 5616  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 10)]
Score: 19872  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 11)]
Score: 30240  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 12)]
Score: 36720  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 13)]
Score: 39312  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 14)]
Score: 38016  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 15)]
Score: 32832  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 16)]
Score: 23760  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 17)]
Score: 10800  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 2), ('Sugar', 18)]
Score: 7452  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 11)]
Score: 25920  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 12)]
Score: 38556  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 13)]
Score: 45360  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 14)]
Score: 46332  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 15)]
Score: 41472  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 16)]
Score: 30780  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 17)]
Score: 14256  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 3), ('Sugar', 18)]
Score: 8640  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 12)]
Score: 29376  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 13)]
Score: 42336  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 14)]
Score: 47520  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 15)]
Score: 44928  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 16)]
Score: 34560  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 17)]
Score: 16416  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 4), ('Sugar', 18)]
Score: 9180  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 13)]
Score: 30240  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 14)]
Score: 41580  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 15)]
Score: 43200  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 16)]
Score: 35100  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 17)]
Score: 17280  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 5), ('Sugar', 18)]
Score: 9072  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 6), ('Sugar', 14)]
Score: 28512  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 6), ('Sugar', 15)]
Score: 36288  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 6), ('Sugar', 16)]
Score: 32400  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 6), ('Sugar', 17)]
Score: 16848  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 6), ('Sugar', 18)]
Score: 8316  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 7), ('Sugar', 15)]
Score: 24192  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 7), ('Sugar', 16)]
Score: 26460  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 7), ('Sugar', 17)]
Score: 15120  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 7), ('Sugar', 18)]
Score: 6912  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 8), ('Sugar', 16)]
Score: 17280  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 8), ('Sugar', 17)]
Score: 12096  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 8), ('Sugar', 18)]
Score: 4860  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 9), ('Sugar', 17)]
Score: 7776  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 9), ('Sugar', 18)]
Score: 2160  Recipe: [('Candy', 23), ('Chocolate', 28), ('Sprinkles', 10), ('Sugar', 18)]
Score: 3162  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 9)]
Score: 11424  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 10)]
Score: 17850  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 11)]
Score: 22440  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 12)]
Score: 25194  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 13)]
Score: 26112  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 14)]
Score: 25194  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 15)]
Score: 22440  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 16)]
Score: 17850  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 17)]
Score: 11424  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 18)]
Score: 3162  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 1), ('Sugar', 19)]
Score: 5712  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 10)]
Score: 20400  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 11)]
Score: 31416  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 12)]
Score: 38760  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 13)]
Score: 42432  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 14)]
Score: 42432  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 15)]
Score: 38760  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 16)]
Score: 31416  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 17)]
Score: 20400  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 18)]
Score: 5712  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 2), ('Sugar', 19)]
Score: 7650  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 11)]
Score: 26928  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 12)]
Score: 40698  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 13)]
Score: 48960  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 14)]
Score: 51714  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 15)]
Score: 48960  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 16)]
Score: 40698  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 17)]
Score: 26928  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 18)]
Score: 7650  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 3), ('Sugar', 19)]
Score: 8976  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 12)]
Score: 31008  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 13)]
Score: 45696  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 14)]
Score: 53040  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 15)]
Score: 53040  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 16)]
Score: 45696  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 17)]
Score: 31008  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 18)]
Score: 8976  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 4), ('Sugar', 19)]
Score: 9690  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 13)]
Score: 32640  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 14)]
Score: 46410  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 15)]
Score: 51000  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 16)]
Score: 46410  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 17)]
Score: 32640  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 18)]
Score: 9690  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 5), ('Sugar', 19)]
Score: 9792  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 14)]
Score: 31824  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 15)]
Score: 42840  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 16)]
Score: 42840  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 17)]
Score: 31824  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 18)]
Score: 9792  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 6), ('Sugar', 19)]
Score: 9282  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 7), ('Sugar', 15)]
Score: 28560  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 7), ('Sugar', 16)]
Score: 34986  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 7), ('Sugar', 17)]
Score: 28560  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 7), ('Sugar', 18)]
Score: 9282  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 7), ('Sugar', 19)]
Score: 8160  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 8), ('Sugar', 16)]
Score: 22848  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 8), ('Sugar', 17)]
Score: 22848  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 8), ('Sugar', 18)]
Score: 8160  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 8), ('Sugar', 19)]
Score: 6426  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 9), ('Sugar', 17)]
Score: 14688  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 9), ('Sugar', 18)]
Score: 6426  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 9), ('Sugar', 19)]
Score: 4080  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 10), ('Sugar', 18)]
Score: 4080  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 10), ('Sugar', 19)]
Score: 1122  Recipe: [('Candy', 23), ('Chocolate', 29), ('Sprinkles', 11), ('Sugar', 19)]
Score: 3168  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 9)]
Score: 11520  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 10)]
Score: 18144  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 11)]
Score: 23040  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 12)]
Score: 26208  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 13)]
Score: 27648  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 14)]
Score: 27360  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 15)]
Score: 25344  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 16)]
Score: 21600  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 17)]
Score: 16128  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 18)]
Score: 8928  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 1), ('Sugar', 19)]
Score: 5760  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 10)]
Score: 20736  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 11)]
Score: 32256  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 12)]
Score: 40320  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 13)]
Score: 44928  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 14)]
Score: 46080  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 15)]
Score: 43776  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 16)]
Score: 38016  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 17)]
Score: 28800  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 18)]
Score: 16128  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 2), ('Sugar', 19)]
Score: 7776  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 11)]
Score: 27648  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 12)]
Score: 42336  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 13)]
Score: 51840  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 14)]
Score: 56160  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 15)]
Score: 55296  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 16)]
Score: 49248  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 17)]
Score: 38016  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 18)]
Score: 21600  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 3), ('Sugar', 19)]
Score: 9216  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 12)]
Score: 32256  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 13)]
Score: 48384  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 14)]
Score: 57600  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 15)]
Score: 59904  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 16)]
Score: 55296  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 17)]
Score: 43776  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 18)]
Score: 25344  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 4), ('Sugar', 19)]
Score: 10080  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 13)]
Score: 34560  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 14)]
Score: 50400  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 15)]
Score: 57600  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 16)]
Score: 56160  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 17)]
Score: 46080  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 18)]
Score: 27360  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 5), ('Sugar', 19)]
Score: 10368  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 14)]
Score: 34560  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 15)]
Score: 48384  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 16)]
Score: 51840  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 17)]
Score: 44928  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 18)]
Score: 27648  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 6), ('Sugar', 19)]
Score: 10080  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 7), ('Sugar', 15)]
Score: 32256  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 7), ('Sugar', 16)]
Score: 42336  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 7), ('Sugar', 17)]
Score: 40320  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 7), ('Sugar', 18)]
Score: 26208  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 7), ('Sugar', 19)]
Score: 9216  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 8), ('Sugar', 16)]
Score: 27648  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 8), ('Sugar', 17)]
Score: 32256  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 8), ('Sugar', 18)]
Score: 23040  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 8), ('Sugar', 19)]
Score: 7776  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 9), ('Sugar', 17)]
Score: 20736  Recipe: [('Candy', 23), ('Chocolate', 30), ('Sprinkles', 9), ('Sugar', 18)]
